id,revenue,release_date,cast,crew,return,budget,title
26337,0.0,1994-03-04,"['Ed Harris', 'Madeleine Stowe', 'Charles Dance', 'Patricia Healy']",['John Bailey'],0.0,0,China Moon
77074,0.0,1983-10-07,"['Dudley Moore', 'Mary Steenburgen', 'Frances Sternhagen', 'Janet Eilber']",[],0.0,0,Romantic Comedy
18317,0.0,1990-11-10,"['Juliet Stevenson', 'Alan Rickman', 'Michael Maloney', 'Bill Paterson']",['Anthony Minghella'],0.0,0,Truly Madly Deeply
26686,0.0,1978-12-15,"['Jane Fonda', 'Alan Alda', 'Maggie Smith', 'Michael Caine']",['Herbert Ross'],0.0,0,California Suite
61934,0.0,1955-02-09,"['Tyrone Power', ""Maureen O'Hara"", 'Robert Francis', 'Donald Crisp']",[],0.0,0,The Long Gray Line
27273,0.0,1982-08-17,"['James Earl Jones', 'Harry Morgan', 'John Ritter', 'James Gregory']",['Jules Bass'],0.0,0,The Flight of Dragons
848,14110013.0,1981-06-26,"['Peter MacNicol', 'Caitlin Clarke', 'Ralph Richardson', 'John Hallam']",['Matthew Robbins'],0.7838896111111111,18000000,Dragonslayer
9610,100000000.0,1984-06-29,"['Arnold Schwarzenegger', 'Grace Jones', 'Wilt Chamberlain', 'Tracey Walter']",['Richard Fleischer'],5.555555555555555,18000000,Conan the Destroyer
15035,760883.0,1983-03-25,"['Randy Norton', 'Cynthia Leake', 'Steve Sandor', 'Sean Hannon']",['Ralph Bakshi'],0.6340691666666667,1200000,Fire and Ice
31603,8894289.0,1980-01-01,"['George C. Scott', 'Marlon Brando', 'Marthe Keller', 'John Gielgud']",['John G. Avildsen'],0.0,0,The Formula
32020,4400000.0,1980-02-29,"['Jodie Foster', 'Cherie Currie', 'Scott Baio', 'Marilyn Kagan']",['Adrian Lyne'],0.0,0,Foxes
33155,4865000.0,1980-06-06,"['Dorothy Stratten', 'Stephen Macht', 'Avery Schreiber', 'Lionel Mark Smith']",['William Sachs'],0.8845454545454545,5500000,Galaxina
4965,0.0,2001-12-03,"['Gary Sinise', 'Madeleine Stowe', 'Mekhi Phifer', ""Vincent D'Onofrio""]",[],0.0,40000000,Impostor
11888,0.0,2002-01-18,"['Jim Belushi', 'Cuba Gooding Jr.', 'James Coburn', 'M. Emmet Walsh']",['Brian Levant'],0.0,33000000,Snow Dogs
150,78868508.0,1982-12-07,"['Nick Nolte', 'Eddie Murphy', ""Annette O'Toole"", 'Frank McRae']",[],6.572375666666667,12000000,48 Hrs.
15050,10219460.0,1983-09-30,"['Christopher Walken', 'Natalie Wood', 'Louise Fletcher', 'Cliff Robertson']",[],0.6812973333333333,15000000,Brainstorm
10423,63513743.0,1993-05-07,"['Jason Scott Lee', 'Lauren Holly', 'Robert Wagner', 'Michael Learned']",['Rob Cohen'],4.536695928571429,14000000,Dragon: The Bruce Lee Story
17691,0.0,1963-12-25,"['Frank Sinatra', 'Dean Martin', 'Anita Ekberg', 'Ursula Andress']",['Robert Aldrich'],0.0,0,4 for Texas
57976,0.0,1997-12-01,"['Dieter Dengler', 'Werner Herzog', 'Eugene Deatrick']",[],0.0,0,Little Dieter Needs to Fly
651,81600000.0,1970-01-24,"['Donald Sutherland', 'Elliott Gould', 'Tom Skerritt', 'Sally Kellerman']",['Robert Altman'],23.314285714285717,3500000,M*A*S*H
31955,4385312.0,1984-12-26,"['Diane Keaton', 'Mel Gibson', 'Matthew Modine', 'Edward Herrmann']",[],0.0,0,Mrs. Soffel
11362,75395048.0,2002-01-23,"['Jim Caviezel', 'Guy Pearce', 'Richard Harris', 'James Frain']",[],2.1541442285714285,35000000,The Count of Monte Cristo
2637,55157539.0,2002-01-25,"['Richard Gere', 'Laura Linney', 'Will Patton', 'Bob Tracey']",[],1.72367309375,32000000,The Mothman Prophecies
10229,41227069.0,2002-01-25,"['Mandy Moore', 'Shane West', 'Peter Coyote', 'Daryl Hannah']",[],3.747915363636364,11000000,A Walk to Remember
50819,4.0,2001-09-29,"['Cherry Pie Picache', 'Dina Bonnevie', 'Ricky Davao', 'Paolo Montalbán']",['Laurice Guillen'],0.0116279069767441,344,American Adobo
9606,95789342.0,2001-05-26,"['Yuka Imoto', 'Kei Kobayashi', 'Kouki Okada', 'Taro Ishida']",['Rintaro'],6.60616151724138,14500000,Metropolis
16550,0.0,2001-11-08,"['John Goodman', 'Selma Blair', 'Robert Wisdom', 'Paul Giamatti']",['Todd Solondz'],0.0,0,Storytelling
13915,0.0,2000-01-01,"['Fab Filippo', 'Don McKellar', 'Marya Delver', 'Gordon Currie']",['Gary Burns'],0.0,555000,Waydowntown
34723,0.0,1993-04-02,"['Elijah Wood', 'Courtney B. Vance', 'Robbie Coltrane', 'Jason Robards']",[],0.0,6500000,The Adventures of Huck Finn
31674,22030000.0,1989-02-10,"['Ted Danson', 'Isabella Rossellini', 'Sean Young', 'William Petersen']",['Joel Schumacher'],1.6946153846153846,13000000,Cousins
20009,6413915.0,2002-02-01,"['Jason Segel', 'Devon Sawa', 'Jason Schwartzman', 'Jaime King']",['Dewey Nicks'],0.4581367857142857,14000000,Slackers
74692,0.0,2001-09-09,"['William Hurt', 'Molly Parker', 'Greg Malone', 'Andy Jones']",['Sturla Gunnarsson'],0.0,5000000,Rare Birds
39775,0.0,1974-04-19,"['Juanita Brown', 'Roberta Collins', 'Erica Gavin', 'Ella Reid']",['Jonathan Demme'],0.0,180000,Caged Heat
47871,939423.0,1981-08-21,"['David Rasche', 'Paul Jabara', 'Howard Hesseman', 'Teri Garr']",['John Schlesinger'],0.039142625,24000000,Honky Tonk Freeway
11594,0.0,1956-12-19,"['Gina Lollobrigida', 'Anthony Quinn', 'Jean Danet', 'Alain Cuny']",['Jean Delannoy'],0.0,0,The Hunchback of Notre Dame
11870,52970014.0,2002-02-08,"['Frankie Muniz', 'Paul Giamatti', 'Amanda Bynes', 'Amanda Detmer']",[],3.5313342666666667,15000000,Big Fat Liar
9884,78382433.0,2002-02-06,"['Arnold Schwarzenegger', 'Francesca Neri', 'Elias Koteas', 'Cliff Curtis']",[],0.9221462705882352,85000000,Collateral Damage
11535,0.0,2002-02-08,"['Chris Klein', 'LL Cool J', 'Rebecca Romijn', 'Naveen Andrews']",['John McTiernan'],0.0,0,Rollerball
11212,16671505.0,1994-07-01,"['Joe Mantegna', 'Lara Flynn Boyle', 'Joe Pantoliano', 'Brian Haley']",['Patrick Read Johnson'],0.3334301,50000000,Baby's Day Out
28345,0.0,1937-10-15,"['Shirley Temple', 'Jean Hersholt', 'Mary Nash', 'Marcia Mae Jones']",['Allan Dwan'],0.0,0,Heidi
69928,11000000.0,1983-12-18,"['Burt Reynolds', 'Julie Andrews', 'Kim Basinger', 'Marilu Henner']",['Blake Edwards'],0.5789473684210527,19000000,The Man Who Loved Women
21845,53579269.0,1993-07-07,"['Thomas Ian Nicholas', 'Colombe Jacobsen-Derstine', 'Gary Busey', 'Albert Hall']",['Daniel Stern'],0.0,0,Rookie of the Year
11528,32416586.0,1993-04-07,"['Tom Guiry', 'Mike Vitar', 'James Earl Jones', 'Patrick Renna']",['David M. Evans'],0.0,0,The Sandlot
931,0.0,1973-12-03,"['Julie Christie', 'Donald Sutherland', 'Hilary Mason', 'Clelia Matania']",[],0.0,1500000,Don't Look Now
17130,61141030.0,2002-02-15,"['Britney Spears', 'Zoe Saldana', 'Taryn Manning', 'Anson Mount']",[],5.095085833333333,12000000,Crossroads
10592,32287044.0,2002-02-15,"['Bruce Willis', 'Colin Farrell', 'Terrence Howard', 'Marcel Iureș']",[],0.4612434857142857,70000000,Hart's War
8470,102244770.0,2002-02-15,"['Denzel Washington', 'Robert Duvall', 'Anne Heche', 'Kimberly Elise']",[],2.8401325,36000000,John Q
16690,109862682.0,2002-02-14,"['Harriet Owen', 'Blayne Weaver', 'Jeff Bennett', 'Kath Soucie']",[],5.4931341,20000000,Return to Never Land
9272,44456478.0,1993-09-24,"['Macaulay Culkin', 'Elijah Wood', 'Wendy Crewson', 'David Morse']",['Joseph Ruben'],2.615086941176471,17000000,The Good Son
19137,0.0,1966-01-01,"['Peter Sellers', 'Victor Mature', 'Britt Ekland', 'Martin Balsam']",['Vittorio De Sica'],0.0,0,After the Fox
32499,0.0,1952-12-25,"['Lana Turner', 'Kirk Douglas', 'Walter Pidgeon', 'Dick Powell']",[],0.0,1558000,The Bad and the Beautiful
8737,0.0,1966-03-30,"['Kirk Douglas', 'Michael Douglas', 'Senta Berger', 'Angie Dickinson']",[],0.0,0,Cast a Giant Shadow
33668,0.0,1957-05-16,"['Gregory Peck', 'Lauren Bacall', 'Dolores Gray', 'Sam Levene']",['Vincente Minnelli'],0.0,0,Designing Woman
39282,0.0,1975-03-15,"['Barbra Streisand', 'James Caan', 'Omar Sharif', 'Roddy McDowall']",['Herbert Ross'],0.0,0,Funny Lady
40687,0.0,1972-12-17,"['Charles Grodin', 'Cybill Shepherd', 'Jeannie Berlin', 'Audra Lindley']",[],0.0,0,The Heartbreak Kid
37230,0.0,1960-08-29,"['Albert Finney', 'Shirley Anne Field', 'Rachel Roberts', 'Hylda Baker']",['Karel Reisz'],0.0,0,Saturday Night and Sunday Morning
993,0.0,1972-12-10,"['Laurence Olivier', 'Michael Caine', 'Alec Cawthorne', 'John Matthews']",[],0.0,0,Sleuth
41357,0.0,1971-04-09,"[""Jennifer O'Neill"", 'Gary Grimes', 'Jerry Houser', 'Oliver Conant']",[],0.0,0,Summer of '42
42458,0.0,1973-01-01,"['George Segal', 'Glenda Jackson', 'Paul Sorvino', 'K Callan']",[],0.0,0,A Touch of Class
93427,0.0,1961-10-10,"['Kirk Douglas', 'Barbara Rütting', 'Christine Kaufmann', 'Hans Nielsen']",[],0.0,0,Town Without Pity
14475,11715321.0,1980-07-11,"['Kurt Russell', 'Jack Warden', 'Frank McRae', 'Gerrit Graham']",['Robert Zemeckis'],1.464415125,8000000,Used Cars
43715,0.0,1957-05-01,"['Craig Stevens', 'William Hopper', 'Alix Talton', 'Donald Randolph']",[],0.0,0,The Deadly Mantis
10052,52322400.0,2002-02-22,"['Kevin Costner', 'Joe Morton', 'Ron Rifkin', 'Susanna Thompson']",[],0.87204,60000000,Dragonfly
11979,45479110.0,2002-02-10,"['Stuart Townsend', 'Aaliyah', 'Marguerite Moreau', 'Vincent Pérez']",['Michael Rymer'],1.2994031428571429,35000000,Queen of the Damned
270306,0.0,2002-02-22,"['Mariam Parris', 'David Ackert', 'Shaun Toub', 'Shohreh Aghdashloo']",['Ramin Serry'],0.0,0,Maryam
9991,0.0,2001-12-26,"['Vinnie Jones', 'David Kelly', 'David Hemmings', 'Ralph Brown']",[],0.0,0,Mean Machine
480,0.0,2001-08-30,"['Naseeruddin Shah', 'Lillete Dubey', 'Vijay Raaz', 'Tillotama Shome']",['Mira Nair'],0.0,0,Monsoon Wedding
23479,35323292.0,1976-04-07,"['Walter Matthau', ""Tatum O'Neal"", 'Ben Piazza', 'Vic Morrow']",['Michael Ritchie'],1.0092369142857145,35000000,The Bad News Bears
66946,0.0,1978-06-30,"['Tony Curtis', 'Jackie Earle Haley', 'Tomisaburō Wakayama', 'Antonio Inoki']",[],0.0,0,The Bad News Bears Go to Japan
19050,19104350.0,1977-07-08,"['William Devane', 'Clifton James', 'Jackie Earle Haley', 'Jimmy Baio']",['Michael Pressman'],0.0,0,The Bad News Bears in Breaking Training
38442,0.0,1967-12-15,"['Jan Vostrčil', 'Josef Šebánek', 'Josef Valnoha', 'František Debelka']",['Miloš Forman'],0.0,0,The Firemen's Ball
108266,0.0,1956-02-25,"['Clayton Moore', 'Jay Silverheels', 'Lyle Bettger', 'Bonita Granville']",[],0.0,0,The Lone Ranger
56133,0.0,1964-01-01,"['James Whitmore', 'Sorrell Booke', 'Roscoe Lee Browne', 'Al Freeman, Jr.']",['Carl Lerner'],0.0,0,Black Like Me
121703,0.0,1954-11-18,"['Barbara Stanwyck', 'Ronald Reagan', 'Gene Evans', 'Lance Fuller']",['Allan Dwan'],0.0,0,Cattle Queen of Montana
77955,0.0,1997-11-28,"['Samantha Morton', 'Claire Rushbrook', 'Rita Tushingham', 'Christine Tremarco']",[],0.0,1000000,Under the Skin
2752,0.0,2002-03-01,"['Josh Hartnett', 'Shannyn Sossamon', 'Adam Trese', 'Emmanuelle Vaugier']",[],0.0,17000000,40 Days and 40 Nights
10590,114660784.0,2002-03-01,"['Mel Gibson', 'Greg Kinnear', 'Madeleine Stowe', 'Sam Elliott']",['Randall Wallace'],1.528810453333333,75000000,We Were Soldiers
40723,0.0,2001-07-11,"['Vincent Gallo', 'Béatrice Dalle', 'Tricia Vessey', 'Alex Descas']",['Claire Denis'],0.0,0,Trouble Every Day
29039,0.0,1974-03-13,"['Pam Grier', 'Margaret Markov', 'Lucretia Love', 'Paul Müller']",[],0.0,0,The Arena
22910,0.0,1972-07-01,"['Pam Grier', 'Anitra Ford', 'Candice Roman', 'Teda Bracci']",[],0.0,0,The Big Bird Cage
42517,0.0,1971-01-01,"['Judith Brown', 'Pam Grier', 'Brooke Mills', 'Roberta Collins']",['Jack Hill '],0.0,0,The Big Doll House
40364,0.0,1989-03-10,"['Hugh Quarshie', 'Tomas Arana', 'Feodor Chaliapin Jr.', 'Barbara Cupisti']",[],0.0,3500000,The Church
13225,32710894.0,1992-04-10,"['Tim Curry', 'Samantha Mathis', 'Christian Slater', 'Robin Williams']",['Bill Kroyer'],0.0,0,FernGully: The Last Rainforest
21380,0.0,1980-11-17,"['Margit Evelyn Newton', 'Franco Garofalo', 'Selan Karay', 'José Gras']",[],0.0,0,Hell of the Living Dead
46717,21355893.0,1994-01-21,"['Richard Gere', 'Sharon Stone', 'Lolita Davidovich', 'Martin Landau']",[],0.4745754,45000000,Intersection
63510,0.0,1986-05-02,"['Richard Pryor', 'Debbie Allen', 'Art Evans', 'Fay Hauser']",['Richard Pryor'],0.0,0,"Jo Jo Dancer, Your Life Is Calling"
20465,0.0,1987-02-08,"['Barbara Cupisti', 'David Brandon', 'Robert Gligorov', 'Mary Sellers']",[],0.0,1000000,StageFright: Aquarius
35614,71368.0,1994-10-07,"['Dom DeLuise', 'Phillip Glasser', 'Tawny Sunshine Glover', 'Cloris Leachman']",['Gary Goldman'],0.0031029565217391,23000000,A Troll in Central Park
7219,0.0,1979-08-25,"['Tisa Farrow', 'Ian McCulloch', 'Richard Johnson', 'Olga Karlatos']",['Lucio Fulci'],0.0,0,Zombie Flesh Eaters
35810,0.0,1936-07-28,"['Cary Grant', 'Mary Brian', 'Peter Gawthorne', 'Henry Kendall']",['Alfred Zeisler'],0.0,0,The Amazing Quest of Ernest Bliss
18649,0.0,1947-04-04,"['Bob Hope', 'Dorothy Lamour', 'Peter Lorre', 'Lon Chaney Jr.']",['Elliott Nugent'],0.0,0,My Favorite Brunette
17058,2948386.0,1945-12-28,"['Edward G. Robinson', 'Joan Bennett', 'Dan Duryea', 'Margaret Lindsay']",['Fritz Lang'],2.4528858816961963,1202007,Scarlet Street
13950,25482931.0,2002-03-08,"['Ice Cube', 'Mike Epps', 'Tommy Flanagan', 'Carmen Chaplin']",['Kevin Bray'],1.8202093571428573,14000000,All About the Benjamins
2135,123729176.0,2002-03-04,"['Guy Pearce', 'Mark Addy', 'Phyllida Law', 'Sienna Guillory']",[],1.5466147,80000000,The Time Machine
15186,2506446.0,2002-08-02,"['David Duchovny', 'Nicky Katt', 'Catherine Keener', 'Mary McCormack']",[],1.253223,2000000,Full Frontal
31651,1494399.0,1990-12-21,"['Richard Harris', 'John Hurt', 'Sean Bean', 'Frances Tomelty']",['Jim Sheridan'],0.0,0,The Field
47869,1030938.0,1990-11-21,"['Frances McDormand', 'Brian Cox', 'Brad Dourif', 'Mai Zetterling']",['Ken Loach'],0.0,0,Hidden Agenda
33135,0.0,1994-01-01,"['Alicia Witt', 'Renée Humphrey', 'William R. Moses', 'Leslie Hope']",['Rafal Zielinski'],0.0,0,Fun
10889,4059673.0,1980-10-01,"['Gena Rowlands', 'Julie Carmen', 'John Adames', 'Buck Henry']",[],0.0,0,Gloria
54287,6000000.0,1980-07-01,"['Darren McGavin', 'Robert Vaughn', 'Gary Collins', 'James Hampton']",[],0.0,0,Hangar 18
25628,0.0,1980-08-27,"['Jack Palance', 'John Terry', 'Bernard Bresslaw', 'Ray Charleson']",[],0.0,0,Hawk the Slayer
65262,0.0,1980-09-12,"['Don Scardino', ""Caitlin O'Heaney"", 'Elizabeth Kemp', 'Tom Rolfing']",['Armand Mastroianni'],0.0,0,He Knows You're Alone
10935,3484331.0,1980-11-19,"['Kris Kristofferson', 'Christopher Walken', 'John Hurt', 'Isabelle Huppert']",[],0.0791893409090909,44000000,Heaven's Gate
44004,15934737.0,1980-02-08,"['John Ritter', 'Anne Archer', 'Bert Convy', 'Kevin McCarthy']",['Martin Davidson'],0.0,0,Hero at Large
22288,0.0,1980-07-18,"['Willie Nelson', 'Dyan Cannon', 'Amy Irving', 'Slim Pickens']",['Jerry Schatzberg'],0.0,0,Honeysuckle Rose
32030,0.0,1980-09-26,"['Walter Matthau', 'Glenda Jackson', 'Sam Waterston', 'Ned Beatty']",['Ronald Neame'],0.0,0,Hopscotch
119617,0.0,1980-07-11,"['Susan Saint James', 'Jane Curtin', 'Jessica Lange', 'Richard Benjamin']",[],0.0,0,How to Beat the High Co$t of Living
29343,0.0,1980-05-01,"['Doug McClure', 'Ann Turkel', 'Vic Morrow', 'Cindy Weintraub']",[],0.0,0,Humanoids from the Deep
39503,0.0,1980-12-19,"['John Savage', 'David Morse', 'Diana Scarwid', 'Amy Wright']",[],0.0,0,Inside Moves
7988,0.0,1980-06-13,"['Michael Caine', 'David Warner', 'Angela Punch McGregor', 'Frank Middlemass']",[],0.0,0,The Island
15310,0.0,1980-12-17,"['Neil Diamond', 'Laurence Olivier', 'Lucie Arnaz', 'Catlin Adams']",[],0.0,0,The Jazz Singer
22130,0.0,1981-05-13,"['Howard Vernon', 'Pierre-Marie Escourrou', 'Anouchka', 'Lynn Monteil']",[],0.0,0,Zombie Lake
26843,0.0,1981-04-17,"['Anthony Quinn', 'Rod Steiger', 'Oliver Reed', 'Irene Papas']",['Moustapha Akkad'],0.0,35000000,Lion of the Desert
27458,0.0,1980-03-21,"[""Tatum O'Neal"", 'Kristy McNichol', 'Armand Assante', 'Matt Dillon']",['Ronald F. Maxwell'],0.0,0,Little Darlings
14807,0.0,1980-11-01,"['Bob Hoskins', 'Helen Mirren', 'Paul Freeman', 'Dave King']",[],0.0,0,The Long Good Friday
14729,15795189.0,1980-05-12,"['David Carradine', 'Keith Carradine', 'Robert Carradine', 'James Keach']",[],1.5795189,10000000,The Long Riders
8690,0.0,1980-03-19,"['Robert Kerman', 'Janet Ågren', 'Mel Ferrer', 'Ivan Rassimov']",['Umberto Lenzi'],0.0,0,Eaten Alive!
39578,0.0,1981-04-11,"['Vincent Price', 'Donald Pleasence', 'John Carradine', 'Stuart Whitman']",['Roy Ward Baker'],0.0,0,The Monster Club
3418,0.0,1980-01-23,"['Romy Schneider', 'Harvey Keitel', 'Harry Dean Stanton', 'Max von Sydow']",[],0.0,0,Death Watch
30924,0.0,1980-08-14,"['Rory Calhoun', 'Paul Linke', 'Nancy Parsons', 'Nina Axelrod']",['Kevin Connor'],0.0,3000000,Motel Hell
14929,0.0,1980-09-19,"['Nancy Hendrickson', 'Deborah Luce', 'Tiana Pierce', 'Frederick Coffin']",[],0.0,0,Mother's Day
18910,0.0,1980-02-29,"['Stacy Keach', 'Scott Wilson', 'Ed Flanders', 'Neville Brand']",[],0.0,0,The Ninth Configuration
24919,0.0,1981-01-23,"['Karin Well', 'Gianluigi Chirizzi', 'Simone Mattioli', 'Antonella Antinori']",['Andrea Bianchi'],0.0,0,Burial Ground
38147,0.0,1980-10-03,"['George Burns', 'Suzanne Pleshette', 'David Birney', 'Louanne']",['Gilbert Cates'],0.0,0,"Oh, God! Book II"
24032,41687243.0,1977-10-07,"['John Denver', 'George Burns', 'Teri Garr', 'Donald Pleasence']",['Carl Reiner'],0.0,0,"Oh, God!"
26179,0.0,1980-07-11,"['Chevy Chase', 'Jane Seymour', 'Omar Sharif', 'Robert Morley']",['Joe Camp'],0.0,0,Oh Heavenly Dog
11333,0.0,1980-09-18,"['Terence Hill', 'Ernest Borgnine', 'Joanne Dru', 'Marc Lawrence']",[],0.0,0,Super Fuzz
425,383257136.0,2002-03-10,"['Ray Romano', 'John Leguizamo', 'Denis Leary', 'Goran Visnjic']",['Chris Wedge'],6.495883661016949,59000000,Ice Age
1576,102984862.0,2002-03-15,"['Milla Jovovich', 'Michelle Rodriguez', 'Eric Mabius', 'Ryan McCluskey']",['Paul W.S. Anderson'],3.120753393939394,33000000,Resident Evil
5851,77741732.0,2002-03-14,"['Robert De Niro', 'Rachael Harris', 'Eddie Murphy', 'Zaid Farid']",[],0.914608611764706,85000000,Showtime
15647,10013424.0,2001-04-21,"['Jennifer Westfeldt', 'Tovah Feldshuh', 'Esther Wurmfeld', 'Hillel Friedman']",['Charles Herman-Wurmfeld'],10.013424,1000000,Kissing Jessica Stein
1391,33616692.0,2001-06-08,"['Gael García Bernal', 'Diego Luna', 'Maribel Verdú', 'Ana López Mercado']",[],6.7233384,5000000,Y Tu Mamá También
18172,17233166.0,1983-10-21,"['Tom Cruise', 'Craig T. Nelson', 'Lea Thompson', 'Charles Cioffi']",['Michael Chapman'],0.0,0,All the Right Moves
24248,0.0,1961-12-23,"['Anthony Quinn', 'Silvana Mangano', 'Arthur Kennedy', 'Katy Jurado']",['Richard Fleischer'],0.0,0,Barabbas
14605,0.0,1940-06-21,"['Bob Hope', 'Paulette Goddard', 'Richard Carlson', 'Paul Lukas']",[],0.0,0,The Ghost Breakers
17804,0.0,1948-12-24,"['Bob Hope', 'Jane Russell', 'Robert Armstrong', 'Iris Adrian']",['Norman Z. McLeod'],0.0,0,The Paleface
31805,0.0,1942-11-10,"['Bing Crosby', 'Bob Hope', 'Dorothy Lamour', 'Anthony Quinn']",[],0.0,0,Road to Morocco
13861,0.0,1940-03-22,"['Bing Crosby', 'Dorothy Lamour', 'Bob Hope', 'Charles Coburn']",['Victor Schertzinger'],0.0,0,Road to Singapore
31812,0.0,1941-04-11,"['Bing Crosby', 'Bob Hope', 'Dorothy Lamour', 'Una Merkel']",['Victor Schertzinger'],0.0,0,Road to Zanzibar
13006,5.0,1992-05-01,"['Rutger Hauer', 'Kim Cattrall', 'Michael J. Pollard', 'Alastair Duncan']",['Tony Maylam'],0.7142857142857143,7,Split Second
10627,35856053.0,1981-12-20,"['George C. Scott', 'Timothy Hutton', 'Ronny Cox', 'Sean Penn']",['Harold Becker'],2.561146642857143,14000000,Taps
259557,0.0,1980-11-01,"['Ken Wahl', 'Judge Reinhold', 'Annie McEnroe', 'Bradford Dillman']",['Paul Glickler'],0.0,0,Running Scared
28124,43995918.0,1980-12-19,"['Chevy Chase', 'Goldie Hawn', 'Charles Grodin', 'Robert Guillaume']",[],0.0,0,Seems Like Old Times
41034,0.0,1980-03-28,"['Martin Mull', 'Tuesday Weld', 'Christopher Lee', 'Bill Macy']",['Bill Persky'],0.0,0,Serial
15119,0.0,1980-11-11,"['Tomisaburō Wakayama', 'Akihiro Tomikawa', 'Kayo Matsuo', 'Minoru Oki']",['Robert Houston'],0.0,0,Shogun Assassin
55792,0.0,1980-02-01,"['Alan Arkin', 'Madeline Kahn', 'William Finley', 'Wallace Shawn']",[],0.0,0,Simon
12705,66132626.0,1980-08-15,"['Burt Reynolds', 'Jackie Gleason', 'Jerry Reed', 'Dom DeLuise']",[],0.0,0,Smokey and the Bandit II
11006,126737428.0,1977-05-26,"['Burt Reynolds', 'Sally Field', 'Jerry Reed', 'Jackie Gleason']",['Hal Needham'],0.0,0,Smokey and the Bandit
15120,5678950.0,1983-08-12,"['Jackie Gleason', 'Jerry Reed', 'Paul Williams', 'Pat McCormick']",['Dick Lowry'],0.0,0,Smokey and the Bandit Part 3
40072,0.0,1980-02-28,"['Hans van Tongeren', 'Renée Soutendijk', 'Toon Agterberg', 'Maarten Spanjer']",[],0.0,0,Spetters
21629,101300000.0,1980-12-12,"['Gene Wilder', 'Richard Pryor', 'Georg Stanford Brown', 'JoBeth Williams']",[],0.0,0,Stir Crazy
36586,155010032.0,2002-03-22,"['Wesley Snipes', 'Kris Kristofferson', 'Ron Perlman', 'Leonor Varela']",['Guillermo del Toro'],2.870556148148148,54000000,Blade II
39541,0.0,2002-03-22,"['Aidan Quinn', 'Bonnie Hunt', 'Kevin Pollak', 'Eddie Kaye Thomas']",['Pete Jones'],0.0,0,Stolen Summer
29394,0.0,1961-07-26,"['Glenn Corbett', 'Patricia Breslin', 'Joan Marshall', 'Eugenie Leontovich']",[],0.0,0,Homicidal
29402,0.0,1961-10-07,"['Oskar Homolka', 'Ronald Lewis', 'Audrey Dalton', 'Guy Rolfe']",[],0.0,0,Mr. Sardonicus
29396,0.0,1964-01-19,"['Joan Crawford', 'Diane Baker', 'Leif Erickson', 'Howard St. John']",[],0.0,0,Strait-Jacket
15028,38793283.0,2002-03-17,"['Jesse Bradford', 'Paula Garcés', 'Robin Thomas', 'French Stewart']",[],1.4920493461538462,26000000,Clockstoppers
15028,38793283.0,2002-03-17,"['Jesse Bradford', 'Paula Garcés', 'Robin Thomas', 'French Stewart']",[],1.4920493461538462,26000000,Clockstoppers
9275,0.0,2002-03-28,"['Robin Williams', 'Catherine Keener', 'Edward Norton', 'Danny DeVito']",['Danny DeVito'],0.0,55000000,Death to Smoochy
14635,75597042.0,2002-03-25,"['Dennis Quaid', 'Rachel Griffiths', 'Beth Grant', 'Angus T. Jones']",[],3.7798521,20000000,The Rookie
1791,9801375.0,2001-05-14,"['Isabelle Huppert', 'Annie Girardot', 'Benoît Magimel', 'Susanne Lothar']",[],3.267125,3000000,The Piano Teacher
184835,28149.0,2002-03-29,"['Harry Shearer', 'Michael McKean', 'Alan Thicke', 'Peter Marshall']",['Harry Shearer'],0.0,0,Teddy Bears' Picnic
62956,46352.0,2001-05-25,"['Rachel Griffiths', 'Jonathan Pryce', 'Ioan Gruffudd', 'Matthew Rhys']",['Sara Sugarman'],0.0,0,Very Annie Mary
22784,0.0,1972-06-14,"['Barbara Hershey', 'David Carradine', 'Barry Primus', 'Bernie Casey']",['Martin Scorsese'],0.0,600000,Boxcar Bertha
40814,0.0,1984-10-19,"['Kathleen Turner', 'Anthony Perkins', 'Bruce Davison', 'Annie Potts']",[],0.0,0,Crimes of Passion
24585,3333306.0,1985-12-04,"['Stephen Geoffreys', 'Sheree J. Wilson', 'Cameron Dye', 'Tim Robbins']",[],0.0,0,Fraternity Vacation
11560,63781810.0,2002-04-03,"['Ashley Judd', 'Morgan Freeman', 'Jim Caviezel', 'Amanda Peet']",['Carl Franklin'],1.518614523809524,42000000,High Crimes
11452,38275483.0,2002-03-29,"['Ryan Reynolds', 'Tara Reid', 'Tim Matheson', 'Kal Penn']",['Walt Becker'],7.6550966,5000000,National Lampoon’s Van Wilder
25501,0.0,1990-08-24,"['Jason Patric', 'Rocky Giordani', 'Rachel Ward', 'Bruce Dern']",['James Foley'],0.0,0,"After Dark, My Sweet"
17487,0.0,1947-11-09,"['John Garfield', 'Lilli Palmer', 'Hazel Brooks', 'Anne Revere']",[],0.0,0,Body and Soul
34276,0.0,1964-07-01,"['Edward Judd', 'Martha Hyer', 'Lionel Jeffries', 'Miles Malleson']",['Nathan H. Juran'],0.0,0,First Men in the Moon
548,96568.0,1950-12-26,"['Toshirō Mifune', 'Machiko Kyô', 'Masayuki Mori', 'Takashi Shimura']",[],0.386272,250000,Rashomon
11590,28000000.0,1977-02-25,"['Paul Newman', 'Strother Martin', 'Michael Ontkean', 'Jennifer Warren']",['George Roy Hill'],0.0,0,Slap Shot
